,D614G_IC50,Omicron_IC50,BA2_IC50,BA3_IC50,SARS_IC50,R346K_IC50,BA2_12_1_IC50,BA4_IC50,BA2_13_IC50,source_group,group
XGv-304,0.0816,0.149515331,NA,NA,NA,NA,0.1268238,NA,NA,WT,A
XGv-305,0.470967,10,10,10,0.9216,10,0.9435,10,10,WT,F1
XGv-306,0.442469,10,10,10,1.0243,10,1.02443,10,10,WT,F1
XGv-311,10,10,10,10,3.15451,10,10,10,10,WT,F1
XGv-318,4.30523,10,10,10,0.160549,10,10,10,10,WT,F1
XGv-324,0.00272187,10,10,10,10,10,10,10,10,WT,C
XGv-337,0.0016055,0.00416518,0.003092,0.00470214,10,0.00295564,0.00407864,0.72673,0.00330725,WT,C
XGv-343,0.0112679,0.378563,0.107367,0.39421,10,0.381671,1.30857,10,0.0969996,WT,C
XGv-345,0.0153821,0.0440525,0.01323,0.0144332,10,10,0.0940451,0.01767922,0.0125052,WT,D1
XGv-346,0.654,0.614942,0.603882,0.551941,10,0.602456,4.57833,10,0.686375,WT,E2.1
XGv-347,0.000914972,0.000978649,0.00182,0.00211521,10,0.00110236,0.001654504,2.812,0.00116123,WT,B
XGv-355,NA,2.85500957,NA,NA,NA,NA,3.70636,NA,NA,WT,E3
XGv-360,0.00635369,2.50448,10,10,6.1594,2.70575,10,10,10,WT,F3
XGv-380,0.628,0.819,0.78128,0.8659,10,1.12983,0.889898,0.971562,0.868476,WT,E2.2
XGv-387,0.00317918,0.0468276,0.0366,0.0720486,10,0.0484781,0.0496828,1.072,0.0449826,WT,A
XGv-390,0.1534,0.191005456,NA,NA,NA,NA,10,NA,NA,WT,F2
XGv-401,1.03329,0.522417,1.40473,1.225164,1.150584,0.589417,0.424392,0.9283,0.637796,WT,E3
XGv-402,0.00855318,10,10,10,10,10,10,10,10,WT,B
XGv-404,0.16851,10,10,10,10,10,10,10,10,WT,A
XGv-405,0.07695,NA,NA,NA,10,NA,NA,NA,NA,WT,A
XGv-409,0.02107,1.501640911,1.251145897,1.671785843,10,2.008642728,1.784171379,10,1.95525199,WT,B
XGv-412,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,E1
XGv-416,2.129,10,10,10,4.0123,10,10,10,10,WT,F2
XGv-418,1.13,2.00192,0.7129,0.829144,1.92,1.0238,0.924582,0.651123,0.80894,WT,E3
XGv-420,0.00470123,5.15799,0.04538,5.8796,10,5.47881,0.038967,0.06621346,0.0354926,WT,D1
XGv-421,0.04387,10,10,10,0.1277,10,10,10,10,WT,E1
XGv-422,0.39431,0.37787,0.398,0.481942,5.85944,0.398761,0.508264,0.68128,0.417996,WT,E3
